amenity,building,name,geometry,latitude,longitude
,apartments,Loyalty Mansion,"MULTIPOLYGON (((77.6234828 13.0061904, 77.6235788 13.0063937, 77.6236551 13.0063596, 77.6235592 13.0061562, 77.6234828 13.0061904)))",13.006274947386693,77.62356896370012
,apartments,Maria's Corner,"MULTIPOLYGON (((77.6235363 13.0045606, 77.623593 13.004708, 77.6236891 13.004673, 77.6236324 13.0045255, 77.6235363 13.0045606)))",13.004616768950754,77.62361270310505
,yes,Rayes Castille,"MULTIPOLYGON (((77.6246647 13.004604, 77.6246277 13.0044678, 77.6248098 13.0044208, 77.6248468 13.0045569, 77.6246647 13.004604)))",13.00451237927297,77.62473724001542
,yes,AGE,"MULTIPOLYGON (((77.6642002 12.9855876, 77.6642338 12.9855845, 77.6642284 12.9855283, 77.6641948 12.9855314, 77.6642002 12.9855876)))",12.985557950000004,77.66421430000001
,commercial,BEML Complex,"MULTIPOLYGON (((77.5201981 12.9201252, 77.5201675 12.9199007, 77.5202191 12.919894, 77.5202165 12.9198746, 77.5202926 12.9198648, 77.5203258 12.9201087, 77.5201981 12.9201252)))",12.919998550839084,77.52024710836702
,apartments,Krishvi Arc Hive,"MULTIPOLYGON (((77.6457178 12.9772469, 77.6458804 12.9772533, 77.6458837 12.9771727, 77.6457211 12.9771664, 77.6457178 12.9772469)))",12.977209825824746,77.64580076678807
,house,Moodera,"MULTIPOLYGON (((77.6406494 12.9745256, 77.6407589 12.9745294, 77.6407645 12.9743775, 77.640655 12.9743737, 77.6406494 12.9745256)))",12.974451549999998,77.64070695
place_of_worship,yes,Full Gospel Assembly of God Church,"MULTIPOLYGON (((77.6459868 12.9741114, 77.6459796 12.9742865, 77.6461779 12.9742943, 77.6461851 12.9741191, 77.6459868 12.9741114)))",12.974202825670224,77.6460823594072
,apartments,Srinidhi,"MULTIPOLYGON (((77.6458785 12.9754639, 77.6460059 12.9754689, 77.646015 12.9752478, 77.6458876 12.9752428, 77.6458785 12.9754639)))",12.97535585,77.64594675000001
,apartments,Devalaya Apartment,"MULTIPOLYGON (((77.6458734 12.9757266, 77.6459941 12.9757313, 77.646003 12.9755138, 77.6458823 12.9755091, 77.6458734 12.9757266)))",12.975620200000002,77.64593819999997
restaurant,yes,Krishna Sagar Veg Restaurant,"MULTIPOLYGON (((77.6463479 12.98051, 77.6464525 12.9805128, 77.6464537 12.9804704, 77.6463491 12.9804676, 77.6463479 12.98051)))",12.9804902,77.6464008
,yes,New Frosty's,"MULTIPOLYGON (((77.6460929 12.9805387, 77.6458309 12.9805182, 77.6458243 12.9805974, 77.6460863 12.980618, 77.6460929 12.9805387)))",12.98056807735542,77.64595862735379
,yes,3ST,"MULTIPOLYGON (((77.6337299 12.977182, 77.6337273 12.9772878, 77.6337777 12.977289, 77.6337803 12.9771832, 77.6337299 12.977182)))",12.977235499999999,77.63375379999998
,yes,Diksha Yoga Classes,"MULTIPOLYGON (((77.633255 12.9778808, 77.6332361 12.9778199, 77.633158 12.977843, 77.6331769 12.9779038, 77.633255 12.9778808)))",12.977861870261092,77.63320650922378
,commercial,Avana Electrosystems Pvt Ltd,"MULTIPOLYGON (((77.5127207 13.0265621, 77.5128255 13.0265381, 77.5127762 13.026367, 77.5126776 13.026388, 77.5127207 13.0265621)))",13.02646475175597,77.51275017480374
,university,B-Block,"MULTIPOLYGON (((77.5340444 12.9355791, 77.534171 12.9355867, 77.5341612 12.9357405, 77.5344316 12.9357569, 77.5344462 12.9355269, 77.5344793 12.9350068, 77.5340824 12.9349828, 77.5340444 12.9355791)))",12.935349562069058,77.53426775637675
,commercial,Kanaka Complex,"MULTIPOLYGON (((77.5576713 12.9379093, 77.5577291 12.9380595, 77.5582895 12.9380864, 77.5582861 12.9380138, 77.5577894 12.9379858, 77.557768 12.9379196, 77.5583764 12.9375647, 77.5583372 12.9375123, 77.5576713 12.9379093)))",12.93787900104824,77.55800223406636
,commercial,Naina's Bakery,"MULTIPOLYGON (((77.6682013 12.9919095, 77.6682385 12.9919336, 77.6682659 12.991875, 77.6682225 12.9918517, 77.6682013 12.9919095)))",12.991892004349673,77.66823249262836
,apartments,Srinidhi Regency,"MULTIPOLYGON (((77.6809769 12.9101194, 77.6810061 12.9101189, 77.6810062 12.9101274, 77.681226 12.9101239, 77.6812258 12.9101108, 77.6812665 12.9101102, 77.681266 12.9100782, 77.6812544 12.9100784, 77.681252 12.9099337, 77.6812354 12.9099277, 77.6812347 12.9098934, 77.6809709 12.9098981, 77.6809717 12.9099423, 77.6809649 12.9099424, 77.6809675 12.9100829, 77.6809762 12.9100827, 77.6809769 12.9101194)))",12.910010872178942,77.68111053981256
,apartments,Vivek's Aroma,"MULTIPOLYGON (((77.702395 12.9379918, 77.7029802 12.9378568, 77.7029053 12.9375482, 77.7026016 12.9376183, 77.7026443 12.9377938, 77.7023627 12.9378589, 77.702395 12.9379918)))",12.937781868991088,77.70271347691691
,apartments,Lotus Palace,"MULTIPOLYGON (((77.6788735 12.9088365, 77.6789525 12.9088364, 77.678974 12.9088543, 77.6791991 12.9088385, 77.6792073 12.9088148, 77.6794689 12.9088003, 77.6794277 12.908486, 77.6792188 12.9085042, 77.6792175 12.9085567, 77.6790138 12.9085778, 77.6788672 12.9085931, 77.6788735 12.9088365)))",12.908685301298867,77.67917267322701
,apartments,Kiran Rao's Apartment,"MULTIPOLYGON (((77.7165264 12.9517984, 77.7166471 12.951801, 77.7166471 12.9516546, 77.7165264 12.951652, 77.7165264 12.9517984)))",12.951726499999996,77.71658675
,office,Salarpuria Sattva Eminence,"MULTIPOLYGON (((77.6980753 12.9436633, 77.6983134 12.944339, 77.6985303 12.9442664, 77.6982922 12.9435907, 77.6980753 12.9436633)))",12.943964850000002,77.69830280000001
,office,Salarpuria Block A,"MULTIPOLYGON (((77.6909014 12.9360834, 77.6910749 12.936106, 77.6911027 12.9369156, 77.6909013 12.9369066, 77.6909014 12.9360834)))",12.936513098655261,77.69099494280137
food_court,retail,Riviera Food Court,"MULTIPOLYGON (((77.6431655 12.9520875, 77.6431721 12.9521616, 77.6432073 12.9522276, 77.6432658 12.9522755, 77.6433385 12.9522979, 77.643384 12.9522941, 77.6434146 12.9522915, 77.6434823 12.9522572, 77.6435315 12.9522002, 77.6435545 12.9521293, 77.6435479 12.9520552, 77.6435127 12.9519891, 77.6434542 12.9519413, 77.6433815 12.9519189, 77.6433054 12.9519253, 77.6432377 12.9519596, 77.6431886 12.9520165, 77.6431655 12.9520875)))",12.952108398493452,77.6433600103994
,house,Madeckal,"MULTIPOLYGON (((77.6399594 12.903279, 77.6400404 12.9032782, 77.6400392 12.9031666, 77.6399582 12.9031674, 77.6399594 12.903279)))",12.9032228,77.6399993
,apartments,Dreamz Kutera Apartments,"MULTIPOLYGON (((77.5771422 13.0524888, 77.5770826 13.0523247, 77.5773531 13.0522418, 77.5774229 13.052401, 77.5773143 13.052435, 77.5771422 13.0524888)))",13.05236467872444,77.57725019531597
,yes,Vishwendra Apartments,"MULTIPOLYGON (((77.5773999 12.8728, 77.5776357 12.8727966, 77.5776235 12.8719968, 77.5773876 12.8720002, 77.5773999 12.8728)))",12.87239837174726,77.57751167453185
,yes,Umiya Suntech,"MULTIPOLYGON (((77.7330713 12.9923293, 77.7334297 12.992377, 77.7335196 12.9917367, 77.7331612 12.991689, 77.7330713 12.9923293)))",12.992033,77.73329545
,apartments,Premier Augusta,"MULTIPOLYGON (((77.6310052 13.000532, 77.6309665 13.0003428, 77.6312208 13.0002505, 77.6313216 13.0005205, 77.6310052 13.000532)))",13.000412192252366,77.63113828855083
,commercial,Tata Elxsi,"MULTIPOLYGON (((77.7243541 12.9904197, 77.7243233 12.9902799, 77.7243756 12.990259, 77.7244306 12.9904563, 77.724503 12.9904354, 77.7244829 12.9903727, 77.7245566 12.9903609, 77.7245727 12.9904197, 77.7246411 12.9904014, 77.7246277 12.9903322, 77.724672 12.9903243, 77.724684 12.9903596, 77.7248651 12.9903034, 77.7248839 12.9903649, 77.7250354 12.990323, 77.7251038 12.9905661, 77.7249174 12.9906144, 77.7249295 12.9906419, 77.7252272 12.990557, 77.7252755 12.9907216, 77.7250555 12.9907778, 77.7250703 12.9908327, 77.7250153 12.9908392, 77.7250233 12.9908745, 77.7249845 12.9908823, 77.7249979 12.9909268, 77.7251186 12.990898, 77.7251481 12.9910627, 77.7246545 12.9911751, 77.7246224 12.9911829, 77.7245674 12.9910222, 77.7245405 12.9910313, 77.7245285 12.9909908, 77.7245942 12.9909725, 77.7245848 12.9909268, 77.7245405 12.9909385, 77.7245298 12.9908836, 77.7245754 12.9908758, 77.7245701 12.9908301, 77.7245365 12.9908314, 77.7244909 12.9907334, 77.7244614 12.9906092, 77.7245003 12.9905909, 77.7244909 12.9905726, 77.724448 12.9905779, 77.7244346 12.9905452, 77.7243917 12.990557, 77.7243635 12.9905008, 77.7244105 12.9904785, 77.7243863 12.9904106, 77.7243541 12.9904197)))",12.990715080264481,77.72480269124658
,yes,SB College,"MULTIPOLYGON (((77.5726245 13.1041712, 77.5726118 13.1043661, 77.5726788 13.1043702, 77.5726731 13.1044586, 77.5726343 13.1044562, 77.5726206 13.1046665, 77.5726456 13.1046681, 77.5726365 13.1048065, 77.5726568 13.1048078, 77.5726525 13.1048742, 77.5727708 13.1048815, 77.5727761 13.1048004, 77.5727429 13.1047984, 77.5727446 13.1047717, 77.5729253 13.1047829, 77.5729462 13.1044612, 77.5729095 13.1044589, 77.5729147 13.1043785, 77.5729698 13.1043819, 77.5729836 13.1041696, 77.5728589 13.1041619, 77.5728627 13.104103, 77.5727473 13.1040959, 77.5727451 13.1041303, 77.572742 13.1041785, 77.5726245 13.1041712)))",13.104469821698206,77.57278735815898
,house,Rajarajasheswari Nilaya,"MULTIPOLYGON (((77.6538976 13.0516519, 77.6540352 13.0516519, 77.6540352 13.0515694, 77.6538976 13.0515694, 77.6538976 13.0516519)))",13.051610649999999,77.65396639999999
,commercial,Reliance Smart Bazaar,"MULTIPOLYGON (((77.5531397 13.0123015, 77.5534995 13.0124929, 77.5537137 13.0121105, 77.5533539 13.0119191, 77.5531397 13.0123015)))",13.012205999999999,77.55342670000002
place_of_worship,mosque,Masjid-e-Khizar,"MULTIPOLYGON (((77.6007978 12.9567512, 77.600668 12.9567845, 77.6006497 12.9567169, 77.6005986 12.95673, 77.6005647 12.9566044, 77.6007456 12.956558, 77.6007978 12.9567512)))",12.956669091452186,77.60068650027402
hospital,hospital,Sagar Hospital,"MULTIPOLYGON (((77.5652441 12.9082504, 77.5652093 12.9079654, 77.5652227 12.9077406, 77.5653004 12.9075079, 77.565228 12.9074713, 77.5651851 12.9074635, 77.5651261 12.9074791, 77.5650456 12.9078033, 77.5650242 12.9079837, 77.5650698 12.9082321, 77.56511 12.9082556, 77.5651798 12.9082713, 77.5652441 12.9082504)))",12.907870577195895,77.56514862630927
,apartments,S V Meadows,"MULTIPOLYGON (((77.6777216 12.9800132, 77.6774808 12.9797463, 77.6778144 12.9796085, 77.6779468 12.9800215, 77.6777702 12.9800706, 77.6777216 12.9800132)))",12.979840110989082,77.6777430237718
,apartments,Block P,"MULTIPOLYGON (((77.6771874 12.9479016, 77.6774612 12.9478702, 77.6774349 12.9476522, 77.677161 12.9476837, 77.6771874 12.9479016)))",12.947776916617869,77.67731113325478
,apartments,Block Q,"MULTIPOLYGON (((77.6768927 12.9479361, 77.6771666 12.9479047, 77.6771403 12.9476867, 77.6768664 12.9477181, 77.6768927 12.9479361)))",12.9478114,77.67701650000001
,apartments,Block R,"MULTIPOLYGON (((77.6765826 12.9479686, 77.676856 12.9479431, 77.6768345 12.947724, 77.6765611 12.9477495, 77.6765748 12.9478887, 77.6765826 12.9479686)))",12.947846298339357,77.67670855995776
,yes,Glitz & Glam-NearYouu.com,"MULTIPOLYGON (((77.6526494 12.9878636, 77.6527125 12.9878924, 77.6527594 12.987797, 77.652695 12.9877695, 77.6526494 12.9878636)))",12.987830595366635,77.6527041945396
,apartments,Block V,"MULTIPOLYGON (((77.6753509 12.9480975, 77.6754713 12.9480863, 77.6755767 12.9480765, 77.6755513 12.9478172, 77.6753254 12.9478383, 77.6753509 12.9480975)))",12.94795736336927,77.6754510804294
,apartments,Block S,"MULTIPOLYGON (((77.6761689 12.9480674, 77.6764436 12.9480418, 77.6764377 12.9479821, 77.6764299 12.9479022, 77.6764221 12.9478233, 77.6761474 12.9478489, 77.676162 12.9479976, 77.6761666 12.9480439, 77.6761689 12.9480674)))",12.947945347351592,77.67629549614706
,apartments,Block T,"MULTIPOLYGON (((77.6758585 12.9482151, 77.6761331 12.9481895, 77.6761147 12.9480021, 77.6761117 12.947971, 77.6758371 12.9479966, 77.675851 12.9481387, 77.6758585 12.9482151)))",12.948093053964557,77.67598508456476
,apartments,Block U,"MULTIPOLYGON (((77.6755378 12.9483615, 77.6758127 12.9483359, 77.6757989 12.9481949, 77.6757913 12.9481174, 77.6755163 12.948143, 77.6755197 12.9481776, 77.6755378 12.9483615)))",12.948239443023187,77.67566452459735
,yes,Post Office,"MULTIPOLYGON (((77.5589798 12.8966156, 77.5588913 12.8965188, 77.558784 12.8965999, 77.5588671 12.896694, 77.5589798 12.8966156)))",12.896606926304385,77.55888105161777
,office,Building 6,"MULTIPOLYGON (((77.6813029 12.9227257, 77.6812683 12.9223045, 77.68186 12.9222584, 77.681869 12.9223682, 77.6819866 12.922359, 77.6819512 12.9219278, 77.6822654 12.9219033, 77.6823497 12.9229304, 77.6820483 12.9229539, 77.6820171 12.9225735, 77.6819051 12.9225822, 77.681913 12.9226781, 77.6813029 12.9227257)))",12.922455149230936,77.6819029455036
,office,Building 5,"MULTIPOLYGON (((77.6821825 12.9241826, 77.6821396 12.9236179, 77.6817587 12.9235656, 77.6816277 12.9233482, 77.6816368 12.9231897, 77.6824561 12.9231474, 77.6825151 12.9241722, 77.6821825 12.9241826)))",12.92356285724406,77.68217084200158
,apartments,Saroj Cosmos,"MULTIPOLYGON (((77.6954307 12.9224991, 77.6954519 12.9223886, 77.695473 12.922278, 77.6958397 12.9223445, 77.6957975 12.9225657, 77.6954307 12.9224991)))",12.922421835378934,77.69563524921779
,office,Campus 8A,"MULTIPOLYGON (((77.6848109 12.9194319, 77.6848074 12.9193268, 77.6844892 12.9193367, 77.6844924 12.919435, 77.6842104 12.9194438, 77.6842228 12.9198186, 77.6842041 12.9198192, 77.6842093 12.9199737, 77.6845389 12.9199631, 77.6845321 12.91976, 77.6847254 12.9197538, 77.6847316 12.919939, 77.6851397 12.9199259, 77.6851318 12.9196921, 77.6851292 12.9196167, 77.6851383 12.9196115, 77.6851319 12.919408, 77.684906 12.9194148, 77.6849064 12.919429, 77.6848109 12.9194319)))",12.91965577840172,77.68467294725383
,residential,Hoodi AAR Residency,"MULTIPOLYGON (((77.6809633 12.9480543, 77.6810754 12.9480315, 77.6810357 12.9478882, 77.6809376 12.9479132, 77.6809633 12.9480543)))",12.9479731741915,77.68100364759303
,office,Campus 4AB,"MULTIPOLYGON (((77.6881909 12.925017, 77.6881832 12.9247731, 77.6881634 12.9243622, 77.6881532 12.9242153, 77.688257 12.9242099, 77.6883838 12.9242044, 77.6883826 12.9241792, 77.6886016 12.9241695, 77.6886004 12.9241436, 77.6888329 12.9241333, 77.6888419 12.9243266, 77.6888951 12.9243242, 77.6889035 12.9245032, 77.6889536 12.924501, 77.6889743 12.9249433, 77.688769 12.9249524, 77.6887709 12.9249928, 77.6885142 12.9250042, 77.6881909 12.925017)))",12.924592881341935,77.68855133572428
,school,Smartkidz Play School - Pre Schoo,"MULTIPOLYGON (((77.6826397 12.9485955, 77.6825596 12.948594, 77.6825611 12.9485534, 77.6826428 12.9485564, 77.6826397 12.9485955)))",12.948574749042026,77.68260055814814
,office,Buliding 8,"MULTIPOLYGON (((77.6814345 12.9237912, 77.6814979 12.9237905, 77.6814966 12.92367, 77.6814332 12.9236707, 77.6813872 12.923509, 77.6813152 12.9234251, 77.6812564 12.9234084, 77.6811945 12.9234342, 77.6811518 12.9235077, 77.6811323 12.9236382, 77.6811009 12.92364, 77.6811061 12.9237232, 77.6810786 12.9237248, 77.6810868 12.9238592, 77.6811457 12.9238557, 77.6811694 12.9239528, 77.6811978 12.924009, 77.6812682 12.9240852, 77.6813073 12.924092, 77.6813501 12.9240852, 77.6813769 12.9240584, 77.681409 12.9240151, 77.6814369 12.9239577, 77.6814441 12.923894, 77.6814345 12.9237912)))",12.923751631511182,77.68128451208449
,apartments,Vista Lagos Apartement,"MULTIPOLYGON (((77.6793583 12.9445929, 77.6792994 12.9444378, 77.680005 12.9441834, 77.6800638 12.9443384, 77.6793583 12.9445929)))",12.944388140367879,77.67968157923671
,hotel,Citrus Hotel,"MULTIPOLYGON (((77.6715779 12.9233778, 77.6717329 12.9234516, 77.6717087 12.9230665, 77.6715503 12.92308, 77.6715779 12.9233778)))",12.923242785002364,77.67164572343407
,apartments,Lake View Residency,"MULTIPOLYGON (((77.6742951 12.9450447, 77.6742692 12.9449104, 77.6743884 12.9448886, 77.6744143 12.9450228, 77.6742951 12.9450447)))",12.944966628058813,77.67434174319098
,apartments,Srimitra Lotus,"MULTIPOLYGON (((77.6791434 12.9442703, 77.6788172 12.943486, 77.6789434 12.9434362, 77.6792696 12.9442205, 77.6791434 12.9442703)))",12.943853249999998,77.6790434
,yes,Rohan Jharoka Squash Court,"MULTIPOLYGON (((77.6753078 12.9470344, 77.6753078 12.9469834, 77.6753722 12.9469782, 77.6753762 12.9470109, 77.6753708 12.9470475, 77.6753078 12.9470344)))",12.947010935467068,77.67534255753435
,apartments,Sai Gardens Yemlur,"MULTIPOLYGON (((77.6756353 12.9470199, 77.6760282 12.947022, 77.6760293 12.9468354, 77.6759217 12.9468348, 77.6759212 12.9469094, 77.6758424 12.946909, 77.6758436 12.9467035, 77.6760656 12.9467047, 77.6760668 12.946495, 77.6756383 12.9464927, 77.6756353 12.9470199)))",12.946745716949751,77.67582675230129
place_of_worship,yes,Shiva Temple NAL,"MULTIPOLYGON (((77.6667767 12.9419154, 77.6668227 12.9418976, 77.6667972 12.9418349, 77.6667513 12.9418526, 77.6667767 12.9419154)))",12.941875140079757,77.66678697737099
pub,yes,The Hoot Cafe & Brewery,"MULTIPOLYGON (((77.6784516 12.9143612, 77.6784037 12.9141879, 77.6784259 12.9141821, 77.6783912 12.9140565, 77.6787334 12.9139667, 77.6788159 12.9142656, 77.6784516 12.9143612)))",12.9141650466018,77.67859759533616
,apartments,Y Block,"MULTIPOLYGON (((77.680998 12.9152457, 77.6809434 12.9156175, 77.6819921 12.9157639, 77.6820467 12.9153921, 77.680998 12.9152457)))",12.915504799999999,77.68149505
,train_station,Carmelaram Railway Station,"MULTIPOLYGON (((77.7058187 12.9072582, 77.7057522 12.9072517, 77.7057415 12.9073559, 77.7057644 12.9073582, 77.7057523 12.9074762, 77.7057959 12.9074804, 77.7058187 12.9072582)))",12.907354877190881,77.70578012182074
place_of_worship,temple,Sri Rama Temple,"MULTIPOLYGON (((77.65116 12.9736966, 77.6511866 12.9737767, 77.6510914 12.9738068, 77.6510648 12.9737266, 77.65116 12.9736966)))",12.973751679935726,77.65112569173996
,yes,Block C,"MULTIPOLYGON (((77.604973 13.0914684, 77.6051528 13.0915048, 77.6052069 13.0911834, 77.6050465 13.0911486, 77.604973 13.0914684)))",13.091329251373855,77.60509410389587
,office,Building 4,"MULTIPOLYGON (((77.7148795 12.9800366, 77.7149034 12.9801629, 77.7149382 12.9801629, 77.7149376 12.980272, 77.7156805 12.9802681, 77.7156805 12.980321, 77.7157721 12.9803239, 77.7157949 12.9803071, 77.7159237 12.9803797, 77.715938 12.9804688, 77.7159839 12.9804966, 77.7162298 12.9800088, 77.7162384 12.9798639, 77.7160238 12.9798973, 77.7159438 12.9800228, 77.7151713 12.9800228, 77.7151655 12.979981, 77.715137 12.9799391, 77.7150941 12.9799057, 77.7150254 12.979889, 77.714951 12.9799028, 77.7148937 12.979953, 77.7148737 12.9799948, 77.7148795 12.9800366)))",12.980133174787616,77.71558360082275
school,yes,Government Higher Primary School,"MULTIPOLYGON (((77.5699975 13.0439901, 77.5700792 13.0439686, 77.56998 13.0436107, 77.5698984 13.0436322, 77.5699975 13.0439901)))",13.043800433921536,77.56998878489797
place_of_worship,yes,Shani Mahatma Temple,"MULTIPOLYGON (((77.5353162 12.9967858, 77.5353295 12.9965927, 77.5356552 12.9966248, 77.5356341 12.9968603, 77.5353162 12.9967858)))",12.996716552889039,77.53548916503487
,commercial,Quickly Clean Car Wash,"MULTIPOLYGON (((77.5356495 12.9958899, 77.5356146 12.9957344, 77.535738 12.9957265, 77.5357568 12.9958742, 77.5356495 12.9958899)))",12.995804726872892,77.53568885623267
,terminal,Deccan Aviation,"MULTIPOLYGON (((77.5935522 13.0794025, 77.5935388 13.0791151, 77.5933498 13.0791235, 77.5933632 13.0794109, 77.5935522 13.0794025)))",13.079262999999997,77.593451
,apartments,Maple Block,"MULTIPOLYGON (((77.6258481 13.0613756, 77.6258455 13.0610183, 77.6259516 13.0610175, 77.6259522 13.0611021, 77.626007 13.0611017, 77.6260064 13.0610124, 77.6261116 13.0610116, 77.6261143 13.0613723, 77.6260143 13.061373, 77.6260135 13.0612678, 77.6259594 13.0612682, 77.6259602 13.0613748, 77.6258481 13.0613756)))",13.061193572902376,77.62597977256951
,yes,Regency Pinnacle Heights Club House,"MULTIPOLYGON (((77.6272187 13.0623155, 77.627409 13.0622776, 77.6273678 13.0620814, 77.6271775 13.0621194, 77.6272187 13.0623155)))",13.0621984717209,77.62729325739606
,office,Aspen,"MULTIPOLYGON (((77.6219107 13.0489133, 77.6219766 13.048873, 77.621942 13.0488133, 77.622163 13.0486858, 77.6221749 13.0486789, 77.6223355 13.0485864, 77.6223472 13.0485796, 77.6224079 13.0485446, 77.6225149 13.04871, 77.6226602 13.0489436, 77.6228057 13.0491737, 77.6224812 13.0492286, 77.6223838 13.0490539, 77.6222408 13.0491276, 77.6222153 13.0490571, 77.6220203 13.0491495, 77.6219107 13.0489133)))",13.048919719205497,77.62234116670233
,apartments,Nd Olivia Apartment,"MULTIPOLYGON (((77.6534624 12.8985573, 77.6534099 12.8983042, 77.6537499 12.8982373, 77.6537691 12.8983299, 77.654266 12.8982321, 77.6543554 12.898663, 77.654656 12.8986037, 77.6547145 12.898886, 77.6539763 12.8990314, 77.6538617 12.8984786, 77.6534624 12.8985573)))",12.898610974735167,77.6540965751468
,train_station,KSR Station Back Entrance,"MULTIPOLYGON (((77.5686949 12.9804214, 77.5687071 12.9804703, 77.5687136 12.9805029, 77.5686962 12.9805476, 77.5686714 12.980554, 77.5686822 12.9805966, 77.5686962 12.9806458, 77.5686147 12.980668, 77.5685548 12.9804513, 77.568589 12.980444, 77.5686949 12.9804214)))",12.980532638929045,77.56863919817391
place_of_worship,yes,Hanuman Temple,"MULTIPOLYGON (((77.5809846 13.0444468, 77.5809738 13.0443732, 77.5810278 13.0443657, 77.5810447 13.0444453, 77.5810555 13.0444993, 77.5809892 13.0445038, 77.5809846 13.0444468)))",13.044437544764708,77.5810126953977
,industrial,Featherlite,"MULTIPOLYGON (((77.544622 12.9545025, 77.5451075 12.9548972, 77.5454374 12.954547, 77.5449225 12.9541209, 77.544622 12.9545025)))",12.954514485312155,77.54502360097825
,train_station,Benniganahalli Metro Station,"MULTIPOLYGON (((77.6677319 12.9963203, 77.6678415 12.9960796, 77.6689204 12.9965459, 77.6690287 12.9965927, 77.6689191 12.9968334, 77.66879 12.9967776, 77.6677319 12.9963203)))",12.996456499327175,77.66838029687435
,yes,The Marriot Hotel,"MULTIPOLYGON (((77.7279898 12.9795193, 77.727943 12.9794768, 77.7279132 12.9794349, 77.7279071 12.9794088, 77.7279066 12.9793852, 77.7279116 12.9793422, 77.7279301 12.9792857, 77.7279789 12.9792472, 77.7280335 12.9792272, 77.728094 12.979228, 77.7281436 12.9792373, 77.7281801 12.9792686, 77.7282046 12.9793392, 77.7283626 12.9797689, 77.7281913 12.9798491, 77.7280594 12.979534, 77.7279898 12.9795193)))",12.9795043770094,77.72813446605858
social_facility,apartments,Cheshire Homes,"MULTIPOLYGON (((77.6498381 12.9601336, 77.6499566 12.960103, 77.6498898 12.9598576, 77.6497714 12.9598882, 77.6498381 12.9601336)))",12.959995615880338,77.64986398035867
place_of_worship,yes,Abhaya Anjaneya Swamy Temple,"MULTIPOLYGON (((77.6463826 12.9585972, 77.6464272 12.9585721, 77.6464024 12.9585303, 77.6463578 12.9585554, 77.6463826 12.9585972)))",12.95856375,77.64639249999999
,college,KLE Society's Law College,"MULTIPOLYGON (((77.4820261 12.9687916, 77.4821939 12.9687538, 77.4820866 12.9684793, 77.4821456 12.9680794, 77.4817803 12.9681471, 77.4820198 12.968774, 77.4820261 12.9687916)))",12.968395893711959,77.48200520246579
,office,Aviator,"MULTIPOLYGON (((77.7382046 12.9834013, 77.7383583 12.9833984, 77.7383583 12.9833696, 77.7384026 12.9833639, 77.7383967 12.9833236, 77.7384499 12.9833207, 77.7384499 12.9833639, 77.7384912 12.9833639, 77.7384912 12.9834013, 77.7386094 12.9834013, 77.7386153 12.9826355, 77.7384617 12.9826355, 77.7384646 12.9825865, 77.7383849 12.982585, 77.7383849 12.9825462, 77.7383359 12.9825462, 77.7383359 12.9824836, 77.7381952 12.9825015, 77.7382046 12.9834013)))",12.98297151967048,77.7383974630595
,apartments,Elil Abode Apartments Blocks B & C,"MULTIPOLYGON (((77.6861071 12.9858653, 77.6866631 12.9857825, 77.6867658 12.9864377, 77.6862098 12.9865205, 77.6861071 12.9858653)))",12.9861515,77.68643645
,apartments,Elil Abode Apartments Block A,"MULTIPOLYGON (((77.6867962 12.9853902, 77.6868176 12.9857561, 77.6870751 12.9857352, 77.6870751 12.985432, 77.6867962 12.9853902)))",12.985576195188285,77.68693679724062
,office,Elnath,"MULTIPOLYGON (((77.6901107 12.9414853, 77.6903534 12.9411214, 77.6907745 12.9413755, 77.6911636 12.9417401, 77.6914362 12.9420868, 77.6913714 12.9421372, 77.69109 12.9423561, 77.6907019 12.9418928, 77.6908246 12.9418043, 77.6907735 12.9417336, 77.6906969 12.9416922, 77.6906171 12.9418152, 77.6901107 12.9414853)))",12.94171720548255,77.69078759916526
,office,Venus,"MULTIPOLYGON (((77.6935455 12.9422538, 77.6933028 12.9423178, 77.6930882 12.9423988, 77.6928914 12.9425005, 77.6927442 12.9421204, 77.6930265 12.9420041, 77.6932438 12.9419283, 77.6934865 12.9418747, 77.6935455 12.9422538)))",12.942169403060287,77.69315830715996
,office,Mercury,"MULTIPOLYGON (((77.6942959 12.9422374, 77.693905 12.9422237, 77.6935455 12.9422538, 77.6934865 12.9418747, 77.693921 12.9418094, 77.6943495 12.9418401, 77.6942959 12.9422374)))",12.942028951922849,77.69392183599663
,office,Jupiter,"MULTIPOLYGON (((77.6942959 12.9422374, 77.6943495 12.9418401, 77.6946338 12.9418924, 77.6951066 12.9420904, 77.6949416 12.9424642, 77.6947177 12.9423531, 77.6944897 12.9422864, 77.6942959 12.9422374)))",12.94213531741516,77.69467921307972
place_of_worship,temple,Prestige Shantiniketan Temple,"MULTIPOLYGON (((77.7270702 12.9898599, 77.7271106 12.9898535, 77.7270965 12.9897829, 77.7270749 12.9897915, 77.7270427 12.9898046, 77.7270702 12.9898599)))",12.989823134617303,77.72708001524617
place_of_worship,yes,Sri Rajarajeshwari Temple,"MULTIPOLYGON (((77.5570087 12.9067403, 77.557206 12.9067229, 77.5574107 12.9065974, 77.5576056 12.906464, 77.5574166 12.9062449, 77.5569761 12.9066279, 77.5570087 12.9067403)))",12.906519837763694,77.5572890895636
